CO_IES;CO_CATEGAD;CO_ORGACAD;CURSO;CO_MODALIDADE;CO_UF_CURSO;REGIAO;NU_IDADE;TP_SEXO;ANO_FIM_EM;ANO_IN_GRAD;CO_TURNO_GRADUACAO;NT_GER;NT_FG;NT_OBJ_FG;NT_DIS_FG;NT_FG_D1;NT_FG_D1_PT;NT_FG_D1_CT;NT_FG_D2;NT_FG_D2_PT;NT_FG_D2_CT;NT_CE;NT_OBJ_CE;NT_DIS_CE;NT_CE_D1;NT_CE_D2;NT_CE_D3;CO_RS_I1;CO_RS_I2;CO_RS_I3;CO_RS_I4;CO_RS_I5;CO_RS_I6;CO_RS_I7;CO_RS_I8;CO_RS_I9;QE_I01;QE_I02;QE_I03;QE_I04;QE_I05;QE_I06;QE_I07;QE_I08;QE_I09;QE_I10;QE_I11;QE_I12;QE_I13;QE_I14;QE_I15;QE_I16;QE_I17;QE_I18;QE_I19;QE_I20;QE_I21;QE_I22;QE_I23;QE_I24;QE_I25;QE_I26;QE_I27;QE_I28;QE_I29;QE_I30;QE_I31;QE_I32;QE_I33;QE_I34;QE_I35;QE_I36;QE_I37;QE_I38;QE_I39;QE_I40;QE_I41;QE_I42;QE_I43;QE_I44;QE_I45;QE_I46;QE_I47;QE_I48;QE_I49;QE_I50;QE_I51;QE_I52;QE_I53;QE_I54;QE_I55;QE_I56;QE_I57;QE_I58;QE_I59;QE_I60;QE_I61;QE_I62;QE_I63;QE_I64;QE_I65;QE_I66;QE_I67;QE_I68
2030;4;10022;Fisica;1;SP;SE;20;M;2014.0;2017.0;4.0;18.7;23.7;12.5;40.5;35.0;75.0;25.0;46.0;50.0;45.0;17.0;20.0;0.0;0.0;0.0;0.0;D;C;C;B;C;B;A;D;B;A;D;A;B;D;B;D;B;A;A;E;A;B;A;A;35.0;A;A;C;C;B;B;D;A;C;F;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;5.0;6.0;5.0;6.0;6.0;4.0;6.0;4.0;5.0;6.0;5.0;6.0;8.0;8.0;8.0;8.0;6.0;6.0;6.0;5.0;6.0;6.0;5.0;4.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;19;M;2015.0;2017.0;4.0;46.1;49.3;37.5;67.0;61.0;65.0;60.0;73.0;65.0;75.0;45.0;50.0;16.7;10.0;0.0;40.0;C;D;C;B;B;C;A;D;B;A;A;A;B;B;B;C;D;E;E;F;A;B;A;C;35.0;A;A;C;E;A;C;C;A;A;C;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;6.0;6.0;4.0;6.0;7.0;5.0;5.0;6.0;6.0;6.0;7.0;4.0;4.0;5.0;8.0;8.0;8.0;8.0;6.0;6.0;5.0;6.0;4.0;6.0;4.0;5.0;6.0;3.0;3.0;3.0;5.0;2.0;5.0
2030;4;10022;Fisica;1;SP;SE;21;M;2013.0;2017.0;4.0;28.5;37.5;62.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.5;30.0;0.0;0.0;0.0;0.0;C;B;C;C;C;C;B;D;C;A;B;A;E;D;B;D;C;B;B;H;A;B;A;A;35.0;A;A;B;A;A;C;C;A;A;E;6.0;8.0;4.0;3.0;4.0;4.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;7.0;5.0;3.0;7.0;6.0;7.0;4.0;5.0;4.0;6.0;8.0;8.0;8.0;4.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;4.0;4.0;4.0
2030;4;10022;Fisica;1;SP;SE;20;M;2014.0;2017.0;4.0;26.0;51.5;62.5;35.0;0.0;0.0;0.0;70.0;50.0;75.0;17.5;20.0;3.3;0.0;0.0;10.0;C;C;C;B;B;C;C;D;D;A;A;A;D;D;B;C;A;B;A;C;A;A;A;C;35.0;A;A;A;A;B;B;B;A;C;C;6.0;6.0;5.0;6.0;6.0;5.0;6.0;5.0;3.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;7.0;6.0;5.0;6.0;8.0;8.0;1.0;1.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;7.0;6.0
2030;4;10022;Fisica;1;SP;SE;25;F;2009.0;2017.0;4.0;32.1;47.3;37.5;62.0;51.0;55.0;50.0;73.0;65.0;75.0;27.0;30.0;10.0;0.0;0.0;30.0;C;D;B;B;B;C;B;B;D;A;A;A;D;D;B;D;C;B;A;B;A;B;A;A;35.0;A;A;A;C;B;B;B;A;A;C;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;6.0;6.0;5.0;5.0;5.0;6.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;7.0;8.0;8.0;8.0;6.0;6.0;5.0;6.0;6.0;5.0;6.0;5.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;24;M;2010.0;2017.0;4.0;28.3;53.0;50.0;57.5;48.0;80.0;40.0;67.0;55.0;70.0;20.0;20.0;20.0;0.0;0.0;60.0;C;C;C;B;B;C;A;A;D;A;A;A;D;C;B;D;D;C;E;B;A;A;A;A;35.0;A;A;B;A;B;A;E;E;C;C;5.0;6.0;5.0;3.0;6.0;5.0;4.0;5.0;4.0;4.0;5.0;4.0;4.0;5.0;6.0;6.0;6.0;6.0;4.0;3.0;4.0;4.0;4.0;8.0;8.0;7.0;7.0;5.0;4.0;6.0;6.0;6.0;5.0;5.0;5.0;4.0;3.0;6.0;7.0;5.0;3.0;4.0
2030;4;10022;Fisica;1;SP;SE;18;F;2016.0;2017.0;4.0;37.1;54.3;37.5;79.5;65.0;65.0;65.0;94.0;70.0;100.0;31.3;35.0;10.0;0.0;0.0;30.0;D;D;B;B;B;C;D;D;D;A;A;A;B;D;B;D;C;B;A;H;A;B;A;A;35.0;B;B;B;C;B;D;B;A;E;I;6.0;8.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;8.0;8.0;8.0;8.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;24;F;2010.0;2017.0;4.0;25.1;46.5;37.5;60.0;67.0;75.0;65.0;53.0;65.0;50.0;18.0;20.0;6.7;0.0;0.0;20.0;B;D;C;B;C;C;B;D;D;A;D;A;D;D;B;D;B;B;A;B;A;B;A;A;35.0;A;A;D;C;A;B;C;A;E;C;5.0;4.0;4.0;6.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;3.0;5.0;5.0;3.0;8.0;8.0;7.0;5.0;4.0;4.0;8.0;8.0;8.0;8.0;7.0;4.0;5.0;6.0;6.0;4.0;3.0;4.0;4.0;4.0;4.0;5.0;7.0;7.0;5.0
2030;4;10022;Fisica;1;SP;SE;26;M;2008.0;2015.0;4.0;39.7;59.1;62.5;54.0;38.0;70.0;30.0;70.0;70.0;70.0;33.2;35.0;23.3;10.0;0.0;60.0;C;C;D;B;B;B;B;B;C;A;A;A;B;B;B;E;E;E;E;H;A;B;A;A;35.0;A;A;B;A;A;B;B;A;C;I;5.0;6.0;6.0;5.0;5.0;6.0;5.0;6.0;6.0;5.0;6.0;6.0;6.0;5.0;6.0;6.0;7.0;6.0;6.0;7.0;6.0;5.0;6.0;8.0;8.0;7.0;7.0;5.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;5.0;6.0;7.0;5.0;5.0;6.0
2030;4;10022;Fisica;1;SP;SE;20;M;2014.0;2017.0;4.0;24.8;51.1;62.5;34.0;26.0;30.0;25.0;42.0;30.0;45.0;16.0;15.0;21.7;20.0;15.0;30.0;D;C;C;C;B;B;B;C;C;A;A;A;D;D;B;C;C;C;D;H;A;B;A;A;35.0;A;A;B;C;A;B;C;A;C;C;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;8.0;8.0;8.0;8.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;28;M;2008.0;2017.0;4.0;28.9;37.5;12.5;75.0;78.0;70.0;80.0;72.0;60.0;75.0;26.0;30.0;3.3;0.0;0.0;10.0;.;.;.;.;.;.;.;.;.;E;D;A;D;A;C;D;A;B;A;D;A;B;A;A;35.0;A;D;F;G;B;B;C;A;E;B;6.0;5.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;8.0;8.0;6.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;8.0;5.0;4.0;5.0
2030;4;10022;Fisica;1;SP;SE;29;F;2007.0;2017.0;4.0;28.1;48.6;50.0;46.5;43.0;55.0;40.0;50.0;50.0;50.0;21.3;25.0;0.0;0.0;0.0;0.0;D;B;A;B;B;C;B;A;D;B;A;A;A;A;C;F;D;C;E;B;A;A;A;A;35.0;A;A;A;G;B;B;B;E;E;E;5.0;7.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;5.0;5.0;6.0;5.0;5.0;6.0;6.0;6.0;6.0;8.0;8.0;5.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;8.0;7.0;8.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;31;M;2004.0;2017.0;4.0;21.9;59.1;62.5;54.0;35.0;55.0;30.0;73.0;65.0;75.0;9.5;10.0;6.7;0.0;0.0;20.0;D;D;B;A;A;C;A;B;D;B;A;A;C;D;C;C;C;B;A;B;A;B;A;A;35.0;A;A;C;K;A;B;C;E;E;B;5.0;5.0;5.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;4.0;5.0;6.0;5.0;6.0;6.0;6.0;6.0;7.0;5.0;5.0;5.0;8.0;5.0;1.0;1.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;6.0;6.0;5.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;29;M;2005.0;2017.0;4.0;25.9;45.2;50.0;38.0;32.0;60.0;25.0;44.0;40.0;45.0;19.5;20.0;16.7;0.0;0.0;50.0;C;D;A;B;B;C;B;D;D;B;A;A;C;B;C;B;B;E;B;A;A;F;A;C;35.0;A;A;A;C;B;B;C;A;A;C;6.0;6.0;6.0;5.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;8.0;6.0;8.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;31;M;2003.0;2017.0;4.0;15.1;30.5;37.5;20.0;34.0;50.0;30.0;6.0;30.0;0.0;10.0;10.0;10.0;20.0;0.0;10.0;C;C;D;A;A;B;C;C;B;B;D;A;D;D;C;C;C;F;E;G;A;B;A;A;35.0;A;A;C;G;A;B;C;A;C;E;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;8.0;8.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;33;M;2002.0;2017.0;4.0;39.1;61.2;50.0;78.0;64.0;60.0;65.0;92.0;60.0;100.0;31.7;35.0;13.3;0.0;0.0;40.0;C;D;C;C;C;C;E;D;.;A;A;A;A;B;B;E;C;B;A;H;A;B;A;A;35.0;A;A;B;A;A;B;B;A;C;E;6.0;6.0;6.0;5.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0;8.0;8.0;8.0;8.0;6.0;6.0;5.0;6.0;5.0;5.0;5.0;5.0;6.0;5.0;6.0;5.0;5.0;5.0;5.0
2030;4;10022;Fisica;1;SP;SE;36;M;1998.0;2017.0;4.0;25.5;36.9;37.5;36.0;46.0;70.0;40.0;26.0;50.0;20.0;21.7;25.0;3.3;0.0;0.0;10.0;D;E;D;B;B;C;D;A;D;B;D;A;B;B;B;C;C;E;E;E;A;B;A;A;35.0;A;A;C;B;A;C;E;A;E;C;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;5.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;8.0;8.0;8.0;6.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0
2030;4;10022;Fisica;1;SP;SE;38;M;1996.0;2013.0;4.0;22.2;36.2;25.0;53.0;53.0;65.0;50.0;53.0;65.0;50.0;17.5;20.0;3.3;0.0;0.0;10.0;C;D;C;B;B;B;D;B;A;E;D;A;C;A;C;C;C;F;E;B;A;A;A;A;35.0;A;A;A;A;A;B;A;E;H;B;5.0;6.0;5.0;6.0;5.0;5.0;6.0;6.0;6.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;6.0;5.0;6.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
2030;4;10022;Fisica;1;SP;SE;35;F;2001.0;2013.0;4.0;24.6;34.6;25.0;49.0;68.0;40.0;75.0;30.0;50.0;25.0;21.3;25.0;0.0;0.0;0.0;0.0;C;D;C;D;C;D;C;D;C;E;A;A;C;B;C;C;C;B;A;B;A;A;A;A;35.0;A;A;F;K;B;B;B;E;H;B;5.0;6.0;5.0;5.0;5.0;6.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
2030;4;10022;Fisica;1;SP;SE;39;M;1996.0;2013.0;4.0;38.7;51.4;50.0;53.5;78.0;90.0;75.0;29.0;65.0;20.0;34.5;40.0;3.3;0.0;0.0;10.0;C;C;B;B;B;C;A;D;D;B;D;A;D;D;B;H;B;C;E;B;A;A;A;A;35.0;A;A;B;C;A;B;C;A;E;F;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;8.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;39;M;1999.0;2016.0;4.0;44.4;61.6;75.0;41.5;36.0;60.0;30.0;47.0;55.0;45.0;38.7;45.0;3.3;0.0;0.0;10.0;C;C;C;B;B;B;B;D;C;B;A;A;C;B;C;C;D;E;D;H;A;B;A;A;35.0;E;D;F;H;A;D;D;A;C;F;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;46;M;1998.0;2012.0;4.0;42.4;67.6;75.0;56.5;47.0;55.0;45.0;66.0;50.0;70.0;34.0;40.0;0.0;0.0;0.0;0.0;C;D;C;A;A;B;A;C;D;B;D;A;B;B;C;C;D;F;E;B;A;A;A;A;35.0;B;D;B;C;A;B;C;E;C;C;5.0;5.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;8.0;8.0;1.0;1.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0
2030;4;10022;Fisica;1;SP;SE;51;M;2000.0;2017.0;4.0;19.9;38.3;37.5;39.5;33.0;65.0;25.0;46.0;30.0;50.0;13.8;15.0;6.7;20.0;0.0;0.0;D;D;C;B;B;B;B;A;D;B;A;A;C;B;C;D;B;C;D;B;A;B;A;A;35.0;A;D;A;G;A;C;E;A;H;D;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;5.0;6.0;5.0;5.0;6.0;5.0;4.0;6.0;5.0;6.0;8.0;7.0;8.0;8.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;32;M;2006.0;2012.0;4.0;22.8;40.3;37.5;44.5;61.0;65.0;60.0;28.0;40.0;25.0;17.0;20.0;0.0;0.0;0.0;0.0;D;D;B;C;C;D;B;A;D;C;D;A;B;D;A;A;A;C;A;A;A;A;A;A;29.0;A;A;B;C;B;B;B;A;E;C;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;1.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;20;F;2013.0;2015.0;4.0;29.3;44.1;37.5;54.0;59.0;75.0;55.0;49.0;65.0;45.0;24.3;25.0;20.0;0.0;0.0;60.0;D;C;C;A;A;B;A;B;C;A;B;A;A;F;B;C;F;B;A;B;A;A;A;A;35.0;A;A;B;A;A;E;A;E;H;H;4.0;5.0;4.0;5.0;5.0;5.0;6.0;5.0;8.0;5.0;6.0;5.0;8.0;5.0;6.0;3.0;4.0;5.0;3.0;6.0;5.0;4.0;5.0;5.0;5.0;1.0;1.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;1.0;4.0;4.0;8.0;8.0;8.0;8.0;4.0
2030;4;10022;Fisica;1;SP;SE;44;M;2009.0;2015.0;4.0;16.8;33.4;25.0;46.0;42.0;50.0;40.0;50.0;50.0;50.0;11.2;10.0;18.3;0.0;15.0;40.0;C;C;B;B;B;B;E;D;C;B;A;A;B;D;C;D;B;E;A;B;A;A;A;A;35.0;B;D;C;A;B;B;B;E;A;F;4.0;5.0;5.0;6.0;5.0;4.0;4.0;4.0;5.0;4.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;7.0;6.0;6.0;6.0;6.0;6.0;4.0;7.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;6.0
2030;4;10022;Fisica;1;SP;SE;28;M;2007.0;2014.0;4.0;14.4;35.6;25.0;51.5;77.0;65.0;80.0;26.0;30.0;25.0;7.3;5.0;20.0;0.0;0.0;60.0;E;E;C;B;B;C;B;C;D;A;D;A;C;C;B;C;C;E;E;K;A;F;A;A;35.0;A;A;C;D;B;B;B;B;C;C;6.0;6.0;6.0;5.0;5.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;5.0;4.0;6.0;5.0;5.0;6.0;6.0;6.0;7.0;8.0;8.0;8.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;47;F;2003.0;2014.0;4.0;47.9;51.2;50.0;53.0;59.0;55.0;60.0;47.0;55.0;45.0;46.8;55.0;0.0;0.0;0.0;0.0;C;D;C;B;B;C;B;E;D;D;A;A;C;B;A;A;B;D;A;H;A;A;A;A;35.0;A;D;A;H;A;C;B;A;A;F;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;8.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;32;M;2004.0;2012.0;4.0;30.1;43.7;37.5;53.0;55.0;55.0;55.0;51.0;75.0;45.0;25.5;25.0;28.3;20.0;55.0;10.0;D;D;C;B;B;D;B;D;D;B;B;A;B;D;C;F;A;F;E;B;A;A;A;A;35.0;A;D;G;C;A;B;C;A;H;B;6.0;8.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;4.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;5.0;4.0;2.0;6.0;6.0;6.0;8.0;8.0;1.0;1.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0;4.0;5.0;6.0;4.0;6.0
2030;4;10022;Fisica;1;SP;SE;30;M;2010.0;2011.0;4.0;39.4;30.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.5;50.0;0.0;0.0;0.0;0.0;C;C;B;B;B;C;A;B;C;A;F;A;B;B;B;D;C;E;E;B;A;A;A;A;35.0;A;A;D;H;B;B;C;E;H;B;5.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;5.0;6.0;5.0;6.0;5.0;6.0;6.0;5.0;6.0;6.0;6.0;5.0;6.0;6.0;5.0;6.0;5.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;30;M;2004.0;2015.0;4.0;69.5;83.7;87.5;78.0;88.0;80.0;90.0;68.0;60.0;70.0;64.7;65.0;63.3;30.0;100.0;60.0;C;D;C;B;C;C;B;C;C;E;A;A;D;D;C;C;E;F;E;B;A;A;A;A;35.0;A;A;B;C;A;E;E;E;A;C;2.0;1.0;1.0;2.0;2.0;6.0;2.0;2.0;2.0;2.0;4.0;3.0;5.0;5.0;6.0;4.0;7.0;7.0;6.0;7.0;5.0;4.0;4.0;4.0;8.0;7.0;7.0;7.0;5.0;5.0;4.0;6.0;6.0;7.0;5.0;5.0;5.0;5.0;7.0;3.0;5.0;6.0
2030;4;10022;Fisica;1;SP;SE;31;M;2004.0;2011.0;4.0;30.1;61.9;62.5;61.0;47.0;75.0;40.0;75.0;75.0;75.0;19.5;20.0;16.7;30.0;0.0;20.0;C;D;C;B;B;C;B;D;C;B;A;A;B;B;C;D;E;F;E;H;A;A;A;A;35.0;A;A;B;G;A;B;B;E;C;F;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;4.0;6.0;6.0;6.0;7.0;6.0;8.0;8.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;6.0;7.0;6.0;4.0;6.0
2030;4;10022;Fisica;1;SP;SE;25;M;2009.0;2014.0;4.0;39.2;43.4;25.0;71.0;67.0;75.0;65.0;75.0;75.0;75.0;37.8;40.0;25.0;0.0;15.0;60.0;C;D;B;A;A;C;D;C;D;A;A;A;D;D;B;C;D;C;C;H;A;B;E;A;35.0;B;A;B;C;B;A;B;E;H;C;5.0;5.0;3.0;4.0;5.0;5.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;6.0;5.0;3.0;5.0;5.0;5.0;6.0;5.0;4.0;1.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;4.0;3.0;6.0;6.0;5.0
2030;4;10022;Fisica;1;SP;SE;24;F;2010.0;2011.0;4.0;34.2;47.3;37.5;62.0;77.0;65.0;80.0;47.0;55.0;45.0;29.8;35.0;0.0;0.0;0.0;0.0;C;C;C;A;A;B;B;D;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2030;4;10022;Fisica;1;SP;SE;37;M;2002.0;2010.0;4.0;23.2;41.9;37.5;48.5;92.0;60.0;100.0;5.0;25.0;0.0;17.0;20.0;0.0;0.0;0.0;0.0;C;D;C;A;A;B;E;C;D;A;D;A;C;B;B;F;C;D;E;B;A;A;A;A;35.0;A;A;D;H;B;B;B;A;E;B;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;5.0;6.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;5.0;6.0;6.0;6.0
2030;4;10022;Fisica;1;SP;SE;41;M;1995.0;2014.0;4.0;35.9;54.0;50.0;60.0;69.0;65.0;70.0;51.0;55.0;50.0;29.8;35.0;0.0;0.0;0.0;0.0;E;E;B;D;C;D;D;C;C;B;D;A;E;B;C;C;A;B;A;B;A;A;A;A;35.0;A;B;A;A;B;B;A;E;H;C;6.0;6.0;5.0;5.0;5.0;6.0;6.0;6.0;5.0;6.0;6.0;5.0;5.0;5.0;6.0;6.0;4.0;6.0;5.0;4.0;6.0;5.0;6.0;5.0;8.0;8.0;8.0;6.0;6.0;5.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;6.0;4.0;6.0;8.0;5.0
2030;4;10022;Fisica;1;SP;SE;28;M;2006.0;2015.0;4.0;21.4;45.9;37.5;58.5;86.0;70.0;90.0;31.0;55.0;25.0;13.2;15.0;3.3;0.0;0.0;10.0;C;C;B;B;B;B;D;E;B;B;D;A;A;B;C;C;D;F;E;B;A;A;A;A;35.0;A;A;A;A;B;C;B;A;C;C;4.0;3.0;3.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;7.0;3.0;1.0;1.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
2030;4;10022;Fisica;1;SP;SE;35;M;2001.0;2015.0;4.0;30.6;42.9;37.5;51.0;56.0;60.0;55.0;46.0;30.0;50.0;26.5;30.0;6.7;0.0;0.0;20.0;E;D;B;C;C;D;C;B;E;B;A;A;B;B;C;C;B;E;E;B;A;A;A;A;35.0;A;A;A;A;B;A;A;E;H;C;2.0;3.0;5.0;5.0;5.0;4.0;4.0;5.0;4.0;4.0;5.0;4.0;5.0;5.0;6.0;5.0;3.0;6.0;1.0;1.0;1.0;1.0;3.0;8.0;4.0;1.0;1.0;5.0;6.0;6.0;6.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;4.0;5.0;2.0;4.0
2030;4;10022;Fisica;1;SP;SE;46;M;2007.0;2015.0;4.0;18.6;23.5;12.5;40.0;27.0;35.0;25.0;53.0;65.0;50.0;17.0;20.0;0.0;0.0;0.0;0.0;D;D;C;E;A;C;B;B;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
