CO_IES;CO_CATEGAD;CO_ORGACAD;CURSO;CO_MODALIDADE;CO_UF_CURSO;REGIAO;NU_IDADE;TP_SEXO;ANO_FIM_EM;ANO_IN_GRAD;CO_TURNO_GRADUACAO;NT_GER;NT_FG;NT_OBJ_FG;NT_DIS_FG;NT_FG_D1;NT_FG_D1_PT;NT_FG_D1_CT;NT_FG_D2;NT_FG_D2_PT;NT_FG_D2_CT;NT_CE;NT_OBJ_CE;NT_DIS_CE;NT_CE_D1;NT_CE_D2;NT_CE_D3;CO_RS_I1;CO_RS_I2;CO_RS_I3;CO_RS_I4;CO_RS_I5;CO_RS_I6;CO_RS_I7;CO_RS_I8;CO_RS_I9;QE_I01;QE_I02;QE_I03;QE_I04;QE_I05;QE_I06;QE_I07;QE_I08;QE_I09;QE_I10;QE_I11;QE_I12;QE_I13;QE_I14;QE_I15;QE_I16;QE_I17;QE_I18;QE_I19;QE_I20;QE_I21;QE_I22;QE_I23;QE_I24;QE_I25;QE_I26;QE_I27;QE_I28;QE_I29;QE_I30;QE_I31;QE_I32;QE_I33;QE_I34;QE_I35;QE_I36;QE_I37;QE_I38;QE_I39;QE_I40;QE_I41;QE_I42;QE_I43;QE_I44;QE_I45;QE_I46;QE_I47;QE_I48;QE_I49;QE_I50;QE_I51;QE_I52;QE_I53;QE_I54;QE_I55;QE_I56;QE_I57;QE_I58;QE_I59;QE_I60;QE_I61;QE_I62;QE_I63;QE_I64;QE_I65;QE_I66;QE_I67;QE_I68
587;1;10028;Fisica;0;PE;NE;39;F;1996.0;2014.0;4.0;36.8;48.6;50.0;46.5;44.0;60.0;40.0;49.0;65.0;45.0;32.8;35.0;20.0;0.0;0.0;60.0;D;C;C;B;B;D;B;B;C;E;D;A;B;D;C;C;B;E;E;A;A;A;A;C;26.0;A;A;A;K;B;C;B;E;A;A;5.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;5.0;5.0;5.0;5.0;5.0;6.0;6.0;5.0;4.0;4.0;5.0;3.0;5.0;5.0;3.0
587;1;10028;Fisica;0;PE;NE;32;M;2003.0;2016.0;4.0;24.1;44.5;37.5;55.0;59.0;75.0;55.0;51.0;55.0;50.0;17.3;15.0;30.0;0.0;0.0;90.0;A;A;C;B;B;D;B;B;C;B;D;A;A;C;C;D;A;F;E;A;A;A;A;F;26.0;A;A;F;G;A;B;B;E;F;A;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;4.0;4.0;1.0;2.0;1.0;1.0;1.0;8.0;8.0;2.0;2.0;2.0;2.0;1.0;3.0;1.0;2.0;3.0;3.0;2.0;2.0;1.0;3.0;4.0
587;1;10028;Fisica;0;PE;NE;32;M;2004.0;2011.0;4.0;36.8;57.6;50.0;69.0;67.0;75.0;65.0;71.0;55.0;75.0;29.8;35.0;0.0;0.0;0.0;0.0;C;C;B;B;B;C;D;B;C;A;A;A;D;D;B;D;A;F;E;A;A;A;A;A;26.0;B;A;A;G;A;A;A;E;F;D;4.0;4.0;4.0;4.0;4.0;5.0;4.0;4.0;4.0;3.0;3.0;5.0;4.0;4.0;5.0;5.0;7.0;7.0;2.0;8.0;3.0;2.0;3.0;5.0;5.0;8.0;8.0;5.0;5.0;5.0;5.0;4.0;3.0;5.0;3.0;2.0;2.0;5.0;4.0;4.0;2.0;1.0
587;1;10028;Fisica;0;PE;NE;36;M;2002.0;2015.0;4.0;20.9;31.0;0.0;77.5;85.0;65.0;90.0;70.0;50.0;75.0;17.5;20.0;3.3;0.0;0.0;10.0;C;D;D;B;B;C;B;D;D;B;B;A;D;C;C;E;D;E;E;A;A;A;A;A;26.0;A;A;F;C;B;E;C;E;F;A;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;8.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
569;1;10028;Fisica;1;PA;NO;24;F;2010.0;2012.0;2.0;27.8;60.6;50.0;76.5;78.0;70.0;80.0;75.0;75.0;75.0;16.8;15.0;26.7;20.0;0.0;60.0;E;D;D;E;C;C;C;D;D;A;D;A;D;D;B;E;B;D;E;A;E;A;A;D;15.0;A;A;B;C;B;C;D;E;E;A;5.0;5.0;4.0;5.0;5.0;6.0;4.0;5.0;4.0;5.0;4.0;5.0;5.0;5.0;5.0;6.0;4.0;4.0;5.0;4.0;5.0;3.0;5.0;6.0;6.0;3.0;3.0;4.0;4.0;5.0;4.0;5.0;4.0;4.0;5.0;4.0;4.0;4.0;5.0;5.0;5.0;3.0
569;1;10028;Fisica;1;PA;NO;27;M;2009.0;2013.0;1.0;31.4;40.0;50.0;25.0;0.0;0.0;0.0;50.0;70.0;45.0;28.5;30.0;20.0;0.0;0.0;60.0;C;C;B;A;A;C;B;C;D;A;D;A;B;B;B;G;A;B;A;A;E;B;A;D;15.0;A;A;B;C;A;C;C;E;A;F;6.0;6.0;5.0;5.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;6.0;4.0;2.0;4.0;5.0;5.0;5.0;6.0;6.0;3.0;6.0;5.0;5.0;5.0;4.0;6.0;6.0;6.0
569;1;10028;Fisica;1;PA;NO;25;M;2009.0;2013.0;1.0;39.8;69.6;75.0;61.5;54.0;50.0;55.0;69.0;65.0;70.0;29.8;35.0;0.0;0.0;0.0;0.0;D;D;C;B;B;C;C;D;D;A;D;A;C;C;B;E;B;B;A;A;A;A;A;D;15.0;A;A;F;G;A;B;B;E;G;A;4.0;3.0;3.0;4.0;4.0;5.0;6.0;6.0;5.0;4.0;6.0;5.0;4.0;3.0;5.0;6.0;6.0;6.0;6.0;4.0;5.0;4.0;5.0;6.0;5.0;2.0;1.0;5.0;5.0;4.0;6.0;6.0;6.0;2.0;5.0;5.0;4.0;3.0;2.0;4.0;5.0;6.0
569;1;10028;Fisica;1;PA;NO;25;M;2009.0;2012.0;2.0;46.6;63.2;50.0;83.0;71.0;75.0;70.0;95.0;75.0;100.0;41.0;45.0;18.3;20.0;35.0;0.0;C;D;C;B;C;C;B;D;D;A;D;A;D;C;B;D;B;B;A;A;E;B;A;D;15.0;A;A;B;C;A;C;C;E;A;A;4.0;6.0;4.0;6.0;5.0;6.0;6.0;5.0;6.0;6.0;6.0;5.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;7.0;6.0;6.0;6.0;6.0;6.0;1.0;1.0;4.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;3.0;7.0;3.0;3.0;5.0
569;1;10028;Fisica;1;PA;NO;25;F;2009.0;2013.0;1.0;34.5;56.0;50.0;65.0;80.0;80.0;80.0;50.0;50.0;50.0;27.3;30.0;11.7;0.0;15.0;20.0;C;C;C;C;B;C;E;D;.;A;A;A;B;B;B;D;A;A;A;A;E;A;A;D;15.0;A;A;B;C;B;D;C;E;B;C;5.0;5.0;5.0;4.0;6.0;6.0;6.0;6.0;5.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;3.0;3.0;5.0;5.0;5.0;6.0;6.0;6.0;4.0;6.0;6.0;6.0;5.0;6.0;6.0;5.0;5.0
569;1;10028;Fisica;1;PA;NO;29;M;2006.0;2012.0;2.0;46.1;76.2;75.0;78.0;60.0;80.0;55.0;96.0;80.0;100.0;36.0;40.0;13.3;0.0;0.0;40.0;C;C;C;B;B;C;C;D;D;A;D;A;A;B;F;E;B;E;C;A;A;B;A;D;15.0;A;A;D;G;B;B;B;D;A;F;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;2.0;6.0;6.0;6.0;6.0;6.0;6.0;2.0;6.0;6.0;6.0;3.0;4.0;6.0;5.0;6.0
569;1;10028;Fisica;1;PA;NO;22;M;2012.0;2013.0;1.0;21.4;41.6;25.0;66.5;62.0;70.0;60.0;71.0;75.0;70.0;14.7;15.0;13.3;0.0;0.0;40.0;C;E;C;B;C;D;B;D;C;A;D;A;B;B;B;E;A;B;A;A;E;A;A;D;15.0;A;A;D;C;B;C;C;E;H;F;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;3.0;3.0;3.0;3.0;5.0;2.0;2.0;2.0;2.0;4.0;3.0;4.0;5.0;5.0;1.0;1.0;2.0;3.0;2.0;4.0;3.0;3.0;1.0;3.0;3.0;3.0;3.0;2.0;3.0;4.0;3.0
569;1;10028;Fisica;1;PA;NO;22;F;2012.0;2013.0;1.0;44.7;70.8;75.0;64.5;79.0;75.0;80.0;50.0;50.0;50.0;36.0;40.0;13.3;0.0;0.0;40.0;C;C;D;B;C;C;C;A;E;A;D;A;C;C;B;D;A;B;A;A;A;A;A;A;15.0;A;A;B;C;B;C;C;E;A;A;5.0;5.0;4.0;4.0;4.0;6.0;5.0;4.0;5.0;5.0;4.0;5.0;5.0;3.0;5.0;6.0;6.0;4.0;5.0;4.0;5.0;4.0;4.0;5.0;6.0;1.0;7.0;6.0;4.0;5.0;5.0;6.0;4.0;1.0;6.0;3.0;5.0;4.0;7.0;4.0;5.0;6.0
569;1;10028;Fisica;1;PA;NO;25;M;2010.0;2012.0;2.0;47.6;53.9;62.5;41.0;58.0;30.0;65.0;24.0;40.0;20.0;45.5;50.0;20.0;20.0;0.0;40.0;C;D;D;B;B;C;A;D;D;A;D;A;B;D;C;C;A;B;A;A;E;A;A;D;15.0;A;A;B;C;A;D;E;E;A;F;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;6.0;4.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;4.0;1.0;6.0;6.0;6.0;6.0;6.0;4.0;1.0;6.0;6.0;5.0;6.0;2.0;6.0;6.0;6.0
569;1;10028;Fisica;1;PA;NO;25;M;2009.0;2012.0;2.0;33.3;49.3;37.5;67.0;77.0;65.0;80.0;57.0;85.0;50.0;28.0;30.0;16.7;0.0;0.0;50.0;C;D;D;A;A;C;B;D;E;A;D;A;B;D;B;D;B;C;D;A;E;A;A;A;15.0;A;A;B;C;A;C;B;E;G;F;5.0;5.0;4.0;4.0;4.0;6.0;5.0;5.0;5.0;5.0;4.0;3.0;4.0;5.0;5.0;5.0;5.0;4.0;4.0;3.0;4.0;4.0;5.0;5.0;5.0;4.0;3.0;3.0;4.0;5.0;5.0;5.0;4.0;3.0;6.0;5.0;5.0;5.0;3.0;4.0;5.0;4.0
569;1;10028;Fisica;1;PA;NO;22;F;2012.0;2013.0;1.0;35.7;57.4;50.0;68.5;90.0;50.0;100.0;47.0;55.0;45.0;28.5;30.0;20.0;0.0;0.0;60.0;D;D;E;D;D;D;A;C;D;A;B;A;B;B;B;A;A;A;A;A;E;A;A;E;15.0;A;A;B;C;A;C;C;E;A;A;6.0;6.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;3.0;6.0;5.0;6.0;6.0;6.0;5.0;5.0;4.0;5.0;6.0;6.0;4.0;4.0;4.0;4.0;5.0;4.0;4.0;5.0;4.0;5.0;4.0;5.0;4.0;3.0;5.0;5.0;4.0
569;1;10028;Fisica;1;PA;NO;23;F;2011.0;2013.0;1.0;43.3;52.5;62.5;37.5;75.0;55.0;80.0;0.0;0.0;0.0;40.2;45.0;13.3;0.0;0.0;40.0;C;D;C;B;B;C;B;C;B;A;D;A;D;D;B;F;A;A;A;A;E;A;A;E;15.0;A;A;B;A;B;C;B;E;H;C;4.0;3.0;3.0;4.0;3.0;6.0;5.0;6.0;5.0;6.0;4.0;4.0;5.0;5.0;6.0;6.0;5.0;5.0;3.0;4.0;6.0;3.0;6.0;6.0;5.0;2.0;2.0;4.0;4.0;6.0;4.0;6.0;6.0;5.0;5.0;6.0;5.0;4.0;4.0;4.0;4.0;4.0
569;1;10028;Fisica;1;PA;NO;40;M;1997.0;2013.0;1.0;20.4;46.9;37.5;61.0;51.0;75.0;45.0;71.0;75.0;70.0;11.5;10.0;20.0;30.0;0.0;30.0;C;D;C;B;B;C;C;B;D;E;D;A;B;B;C;G;A;F;E;A;A;A;A;D;15.0;A;A;A;G;B;B;B;E;A;A;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;4.0;4.0;5.0;5.0;4.0;6.0;5.0;5.0;5.0;5.0;6.0;6.0;3.0;2.0;4.0;6.0;4.0;6.0;6.0;6.0;4.0;6.0;6.0;6.0;6.0;3.0;6.0;6.0;6.0
569;1;10028;Fisica;1;PA;NO;24;F;2010.0;2013.0;1.0;35.7;64.8;50.0;87.0;79.0;75.0;80.0;95.0;75.0;100.0;26.0;25.0;31.7;0.0;15.0;80.0;C;C;D;C;C;D;B;B;D;A;D;A;D;D;B;E;A;B;A;A;E;C;A;D;15.0;A;A;B;C;B;D;C;E;A;A;6.0;4.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;6.0;6.0;6.0;3.0;3.0;6.0;6.0;5.0;6.0;6.0;2.0;2.0;6.0;6.0;4.0;5.0;5.0;5.0;3.0;6.0;4.0;5.0;3.0;5.0;6.0;5.0;5.0
569;1;10028;Fisica;1;PA;NO;23;M;2011.0;2012.0;2.0;59.6;74.1;62.5;91.5;93.0;65.0;100.0;90.0;50.0;100.0;54.8;60.0;25.0;0.0;35.0;40.0;C;C;C;B;B;B;E;D;B;A;D;A;B;B;B;E;A;B;A;A;E;A;A;D;15.0;A;A;B;G;A;C;C;D;E;F;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;5.0;6.0;5.0;6.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;6.0;6.0;5.0;5.0;6.0;4.0;4.0;5.0;5.0;6.0;6.0;6.0
569;1;10028;Fisica;1;PA;NO;24;M;2011.0;2013.0;1.0;47.6;76.2;75.0;78.0;61.0;65.0;60.0;95.0;75.0;100.0;38.0;40.0;26.7;20.0;0.0;60.0;B;B;E;A;B;B;D;D;E;A;A;A;B;B;B;F;B;E;D;A;A;B;A;D;15.0;A;A;B;C;A;B;B;E;A;A;4.0;5.0;2.0;2.0;2.0;5.0;2.0;4.0;3.0;3.0;2.0;3.0;3.0;3.0;6.0;4.0;1.0;4.0;1.0;1.0;2.0;4.0;3.0;6.0;2.0;1.0;1.0;3.0;3.0;3.0;2.0;3.0;4.0;1.0;6.0;6.0;6.0;5.0;1.0;1.0;3.0;3.0
569;1;10028;Fisica;1;PA;NO;24;M;2010.0;2012.0;2.0;38.1;64.5;62.5;67.5;86.0;70.0;90.0;49.0;65.0;45.0;29.3;30.0;25.0;20.0;15.0;40.0;C;D;D;B;C;C;B;D;D;E;D;A;B;B;C;C;A;F;E;A;A;A;A;E;15.0;A;A;B;C;A;A;E;D;A;F;6.0;4.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;3.0;4.0;5.0;3.0;5.0;6.0;3.0;2.0;3.0;6.0;4.0;4.0;5.0;6.0;6.0;2.0;2.0;5.0;5.0;3.0;4.0;6.0;6.0;3.0;6.0;4.0;3.0;4.0;4.0;5.0;4.0;5.0
569;1;10028;Fisica;1;PA;NO;24;F;2010.0;2013.0;1.0;25.6;55.1;62.5;44.0;88.0;80.0;90.0;0.0;0.0;0.0;15.8;15.0;20.0;0.0;0.0;60.0;C;D;C;B;B;C;B;B;E;A;A;A;E;C;B;E;A;B;A;A;E;B;A;A;15.0;A;A;F;G;A;B;B;E;A;A;5.0;5.0;5.0;4.0;6.0;6.0;6.0;5.0;5.0;5.0;4.0;4.0;5.0;5.0;5.0;6.0;7.0;5.0;4.0;7.0;5.0;5.0;6.0;6.0;5.0;7.0;7.0;4.0;5.0;5.0;5.0;5.0;5.0;2.0;6.0;5.0;5.0;3.0;7.0;5.0;5.0;5.0
569;1;10028;Fisica;1;PA;NO;25;F;2009.0;2012.0;2.0;42.4;65.9;62.5;71.0;68.0;60.0;70.0;74.0;70.0;75.0;34.5;40.0;3.3;0.0;0.0;10.0;C;D;C;B;B;D;B;C;C;A;D;A;B;F;B;F;B;B;A;A;A;A;A;A;15.0;A;A;B;C;A;D;C;E;A;A;5.0;5.0;6.0;6.0;5.0;5.0;6.0;5.0;6.0;5.0;5.0;4.0;5.0;5.0;4.0;6.0;1.0;4.0;4.0;4.0;6.0;5.0;5.0;6.0;6.0;1.0;1.0;4.0;5.0;5.0;5.0;5.0;5.0;1.0;5.0;5.0;4.0;4.0;2.0;4.0;4.0;4.0
569;1;10028;Fisica;1;PA;NO;26;M;2010.0;2012.0;2.0;34.8;58.8;50.0;72.0;74.0;50.0;80.0;70.0;70.0;70.0;26.8;25.0;36.7;20.0;50.0;40.0;C;C;E;C;C;D;B;C;D;A;A;A;D;D;B;G;A;B;A;A;A;F;A;A;15.0;A;A;A;C;B;E;C;E;H;F;6.0;4.0;6.0;5.0;6.0;3.0;6.0;4.0;6.0;6.0;2.0;4.0;4.0;3.0;3.0;6.0;4.0;4.0;2.0;5.0;4.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
569;1;10028;Fisica;1;PA;NO;24;M;2010.0;2013.0;1.0;24.5;46.9;37.5;61.0;76.0;60.0;80.0;46.0;50.0;45.0;17.0;20.0;0.0;0.0;0.0;0.0;C;B;D;B;A;B;B;B;B;A;B;A;D;E;B;G;B;B;A;A;A;A;A;B;15.0;A;A;B;A;A;B;D;E;E;A;5.0;5.0;4.0;5.0;4.0;4.0;5.0;5.0;5.0;5.0;4.0;4.0;5.0;4.0;4.0;3.0;3.0;3.0;2.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;2.0;4.0;4.0;4.0;4.0;4.0;4.0;2.0;5.0;4.0;5.0;4.0;4.0;4.0;3.0;5.0
569;1;10028;Fisica;1;PA;NO;32;M;2004.0;2013.0;1.0;24.0;32.2;50.0;5.5;11.0;55.0;0.0;0.0;0.0;0.0;21.3;25.0;0.0;0.0;0.0;0.0;C;D;E;D;B;C;D;D;D;C;A;A;A;C;B;D;A;B;A;A;E;A;A;A;15.0;A;A;B;C;A;C;C;E;E;A;4.0;5.0;8.0;8.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;6.0;1.0;6.0;6.0;3.0;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
569;1;10028;Fisica;1;PA;NO;24;M;2010.0;2012.0;2.0;23.5;30.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.3;25.0;0.0;0.0;0.0;0.0;D;D;E;B;B;D;D;B;E;A;A;A;D;D;B;E;B;D;E;A;E;A;A;A;15.0;A;A;B;H;A;B;D;E;E;A;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;3.0;4.0;5.0;5.0;5.0;6.0;3.0;3.0;3.0;8.0;8.0;8.0;5.0;6.0;6.0;8.0;8.0;8.0;4.0;3.0;5.0;3.0;6.0;8.0;6.0;8.0;4.0;2.0;8.0;6.0;8.0;8.0
569;1;10028;Fisica;1;PA;NO;24;M;2012.0;2013.0;1.0;24.3;37.2;25.0;55.5;70.0;70.0;70.0;41.0;25.0;45.0;20.0;20.0;20.0;0.0;0.0;60.0;C;C;D;C;B;C;B;B;D;A;A;A;B;B;D;A;A;B;A;A;E;B;A;C;15.0;A;A;B;C;B;C;E;E;E;F;6.0;6.0;6.0;6.0;6.0;5.0;6.0;1.0;3.0;6.0;5.0;6.0;6.0;5.0;6.0;6.0;6.0;6.0;5.0;3.0;5.0;6.0;6.0;6.0;6.0;1.0;1.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;6.0;4.0;6.0;4.0;1.0;6.0;6.0;6.0
569;1;10028;Fisica;1;PA;NO;25;F;2009.0;2012.0;2.0;41.7;71.6;75.0;66.5;60.0;60.0;60.0;73.0;85.0;70.0;31.7;35.0;13.3;0.0;0.0;40.0;C;C;B;A;A;B;D;D;D;A;A;A;B;B;F;B;B;C;E;A;A;B;A;D;15.0;A;A;A;C;B;D;C;E;H;C;6.0;6.0;5.0;5.0;5.0;5.0;6.0;4.0;6.0;4.0;4.0;6.0;6.0;4.0;5.0;6.0;4.0;5.0;5.0;6.0;5.0;5.0;5.0;6.0;6.0;7.0;7.0;7.0;6.0;3.0;6.0;5.0;6.0;1.0;6.0;3.0;5.0;4.0;7.0;6.0;6.0;5.0
569;1;10028;Fisica;1;PA;NO;24;F;2010.0;2013.0;1.0;36.0;71.1;62.5;84.0;93.0;65.0;100.0;75.0;75.0;75.0;24.3;25.0;20.0;0.0;0.0;60.0;C;D;C;A;B;D;B;B;E;A;B;B;D;B;B;H;A;A;A;A;E;A;A;D;15.0;A;A;B;A;B;E;D;E;A;A;6.0;6.0;6.0;6.0;5.0;6.0;5.0;6.0;5.0;6.0;6.0;5.0;5.0;6.0;4.0;5.0;6.0;6.0;6.0;4.0;4.0;5.0;4.0;6.0;6.0;6.0;1.0;2.0;3.0;4.0;5.0;6.0;4.0;2.0;4.0;2.0;2.0;2.0;1.0;5.0;1.0;5.0
569;1;10028;Fisica;1;PA;NO;34;M;2003.0;2012.0;2.0;39.8;30.8;25.0;39.5;79.0;75.0;80.0;0.0;0.0;0.0;42.8;45.0;30.0;30.0;0.0;60.0;C;D;C;B;B;C;A;D;D;B;D;A;B;D;C;D;C;F;E;A;A;A;A;D;15.0;A;A;F;K;A;B;C;E;H;C;5.0;5.0;5.0;6.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;4.0;4.0;4.0;5.0;3.0;3.0;3.0;7.0;5.0;4.0;5.0;6.0;4.0;7.0;2.0;3.0;5.0;2.0;5.0;4.0;6.0;4.0;6.0;4.0;4.0;4.0;7.0;4.0;5.0;6.0
569;1;10028;Fisica;1;PA;NO;23;M;2011.0;2013.0;1.0;20.6;57.5;37.5;87.5;85.0;65.0;90.0;90.0;50.0;100.0;8.3;5.0;26.7;40.0;0.0;40.0;D;D;D;D;B;C;B;B;D;A;D;A;E;F;B;H;C;B;A;A;A;A;A;A;15.0;A;A;B;A;A;E;C;E;A;A;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
569;1;10028;Fisica;1;PA;NO;26;F;2011.0;2012.0;2.0;51.1;43.7;37.5;53.0;34.0;70.0;25.0;72.0;60.0;75.0;53.5;60.0;16.7;10.0;0.0;40.0;D;C;C;C;A;B;A;D;D;A;D;A;A;B;B;B;A;B;A;A;E;A;A;A;15.0;A;A;B;C;A;D;C;E;H;A;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;6.0;6.0;3.0;4.0;4.0;5.0;5.0;5.0;6.0;6.0;6.0;1.0;1.0;3.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;5.0;6.0;4.0;5.0;5.0;6.0;6.0
3;1;10028;Fisica;1;SE;NE;24;F;2010.0;2011.0;4.0;31.9;75.8;75.0;77.0;78.0;70.0;80.0;76.0;80.0;75.0;17.3;15.0;30.0;30.0;0.0;60.0;C;C;C;C;C;C;D;D;B;A;D;A;B;B;C;D;B;B;A;A;A;B;A;A;28.0;A;A;A;C;A;E;C;E;A;A;8.0;2.0;8.0;1.0;1.0;8.0;8.0;1.0;2.0;2.0;8.0;8.0;2.0;8.0;8.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;3.0;8.0;8.0;8.0;8.0;2.0;3.0;3.0;3.0;5.0;3.0;4.0;4.0;4.0;4.0;8.0;8.0;8.0;4.0
3;1;10028;Fisica;1;SE;NE;30;M;2004.0;2008.0;4.0;32.7;41.3;37.5;47.0;48.0;60.0;45.0;46.0;50.0;45.0;29.8;35.0;0.0;0.0;0.0;0.0;C;C;A;C;A;A;A;B;B;B;D;A;B;B;C;C;B;E;E;A;A;A;A;A;28.0;A;A;F;C;A;A;C;E;H;C;2.0;4.0;4.0;4.0;5.0;4.0;4.0;1.0;2.0;1.0;4.0;3.0;5.0;2.0;2.0;6.0;1.0;6.0;5.0;2.0;5.0;3.0;4.0;6.0;1.0;7.0;7.0;6.0;4.0;4.0;4.0;6.0;5.0;3.0;3.0;3.0;2.0;5.0;7.0;4.0;2.0;3.0
3;1;10028;Fisica;1;SE;NE;22;M;2012.0;2013.0;4.0;63.3;70.3;62.5;82.0;89.0;85.0;90.0;75.0;75.0;75.0;61.0;65.0;38.3;50.0;45.0;20.0;C;C;D;A;A;D;D;E;D;A;D;A;B;D;B;C;B;A;A;A;A;B;A;A;28.0;E;A;B;C;A;A;C;E;E;A;5.0;5.0;5.0;4.0;5.0;5.0;3.0;3.0;5.0;5.0;2.0;3.0;4.0;4.0;5.0;5.0;6.0;2.0;4.0;6.0;4.0;5.0;4.0;5.0;8.0;8.0;8.0;4.0;5.0;2.0;5.0;5.0;5.0;6.0;5.0;5.0;5.0;5.0;3.0;4.0;4.0;8.0
3;1;10028;Fisica;1;SE;NE;22;F;2012.0;2013.0;4.0;33.9;72.5;62.5;87.5;79.0;75.0;80.0;96.0;80.0;100.0;21.0;20.0;26.7;0.0;20.0;60.0;C;D;B;B;B;B;D;D;B;A;B;A;C;B;B;D;A;A;A;A;C;C;A;B;28.0;A;A;B;G;B;D;E;C;A;A;1.0;3.0;3.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0;3.0;2.0;1.0;4.0;6.0;6.0;5.0;3.0;3.0;2.0;2.0;6.0;8.0;8.0;8.0;5.0;2.0;2.0;3.0;3.0;3.0;1.0;2.0;2.0;2.0;2.0;4.0;3.0;2.0;3.0
3;1;10028;Fisica;1;SE;NE;22;M;2012.0;2013.0;4.0;39.7;64.2;75.0;48.0;48.0;40.0;50.0;48.0;60.0;45.0;31.5;35.0;11.7;0.0;15.0;20.0;D;C;C;B;B;C;A;D;C;A;D;A;B;C;B;F;A;A;A;A;D;B;A;A;28.0;A;A;D;C;B;B;D;A;H;A;5.0;3.0;2.0;2.0;4.0;4.0;4.0;3.0;2.0;4.0;4.0;3.0;3.0;3.0;4.0;4.0;5.0;5.0;3.0;4.0;3.0;2.0;4.0;4.0;7.0;1.0;1.0;2.0;4.0;4.0;4.0;3.0;4.0;3.0;4.0;2.0;2.0;3.0;2.0;4.0;2.0;3.0
